split,case_id,num_source_docs,ref_long,ref_short,ref_tiny,case_name,case_type,class_action_sought,filing_year,case_ongoing,prevailing_party,source_word_count,ref_long_word_count,ref_short_word_count,ref_tiny_word_count
train,PC-OH-0032,2,"On May 23, 2017, the Human Rights Defense Center (HRDC) filed this lawsuit in the U.S. District Court for the Northern District of Ohio. The case was assigned to Judge Jeffrey Helmick. The plaintiff sued the Management and Training Corporation (MTC), doing business as North Central Correctional Complex, under 42 U.S.C. § 1983. MTC’s mail policy prohibited prisoners from receiving books through the mail if the books had not been pre-approved by MTC or if the sender was not on a pre-approved vendor list. HRDC alleged that MTC censored HRDC’s publications in violation of HRDC’s free speech rights under the First Amendment, as well as HRDC’s rights to due process and equal protection under the Fourteenth Amendment. Represented by private counsel, the plaintiff sought declaratory relief, injunctive relief, damages, and attorneys’ fees.

On the same day that it filed the complaint, the plaintiff moved for a preliminary injunction prohibiting the MTC from enforcing its pre-approval mail policy. The case settled, however, before the court could rule on this motion.

On July 24, 2017, the parties reached a nationwide settlement agreement that resolved the issues both in this case and in <i>Prison Legal News v. Management & Training Corporation</i> (Case No. 2:16-cv-01174) in the U.S. District Court for the District of New Mexico. MTC agreed to modify its mail policy to allow the delivery of publications to prisoners without using an approved vendors list and discontinue bans on publications on the basis of sender. MTC also agreed to pay HRDC $150,000 in damages and attorneys’ costs. The settlement terms applied to all of MTC’s facilities throughout the country.

The case was dismissed with prejudice on August 17, 2017. In the event of a breach of the settlement agreement, the U.S. District Court for the District of New Mexico retains jurisdiction to enforce the settlement agreement. The settlement agreement does not state a time period for which the terms of the agreement will be in effect. ","In May 2017, the Human Rights Defense Center (HRDC) filed this lawsuit in the U.S. District Court for the Northern District of Ohio. HRDC alleged that the Management and Training Corporation (MTC) censored HRDC’s prisoners' rights publications in violation of HRDC’s free speech rights and HRDC’s rights to due process and equal protection. The case was resolved through a nationwide settlement requiring MTC to eliminate its pre-approval policy. The case was dismissed in August 2017 and the settlement remains in effect.",,Human Rights Defense Center v. Management & Training Corporation,Prison Conditions,No,2017,Yes,Plaintiff,4598,324,81,0
train,EE-IN-0013,6,"The Indianapolis Office of the EEOC filed this action in the District Court for the Northern District of Indiana.  The Defendant was Butterworth Industries, Inc., an industrial equipment maintenance and protection provider.  The controversy involved the alleged failure of the Defendant to reasonably accommodate a physically disabled employee and then discharging her. The lawsuit was filed in August of 2004 and was eventually resolved by consent decree in June of 2005.  The litigation appeared to be rather contentious, as the EEOC filed numerous motions to compel discovery and eventually a motion for sanctions, which was granted.  The complainant, who did not intervene in the case, was awarded $5,500 and a guarantee of neutral reference and no mention of the incident in her personnel file.  In addition, those involved were required to attend a training seminar and the company had to post a Notice and adopt a written policy prohibiting discrimination.  The decree was to last for five years. The docket sheet does not show any further enforcement took place; the case was presumably closed in 2010.",,,EEOC v. BUTTERWORTH INDUSTRIES INC,Equal Employment,No,2004,No,Plaintiff,5283,176,0,0
train,PC-IN-0017,4,"On May 31, 2011, prisoners incarcerated in the Special Confinement Unit at the Wabash Valley Correctional Facility filed this lawsuit in the U.S. District Court for the Southern District of Indiana under 42 U.S.C. § 1983, against the Indiana Department of Corrections (""DOC""). The plaintiffs, represented by the ACLU of Indiana, claimed that they were not being provided with the minimally adequate diet required by the Eighth Amendment. They asked the Court for declaratory and injunctive relief. 

Plaintiffs complained that they were routinely served meals that failed to meet minimum caloric requirements. While the contract between the DOC and its food services provider stated that meals must be prepared according to menus approved by dietitians, food was frequently missing from the plaintiffs' meals. As a result, the plaintiffs received insufficient amounts of food and calories and experienced significant weight loss and various other health problems. 

On November 4, 2013, Magistrate Judge Mark Dinsmore issued an order approving the parties' private settlement agreement. The agreement specified certain monitoring measures requiring the DOC to ensure adequate diets, including the requirement that one or more correctional officers randomly check a number of the food trays before meal delivery. The agreement also mandated that prison officials correct and record any food deficiencies or shortages. The parties agreed that absent an order from the Court, the agreement would remain in effect for six months after its effective date, at which point the case would be automatically dismissed without prejudice.  The docket as of January 17, 2020 shows no further filings, so presumably the case is closed. ","In May 2011, prisoners incarcerated by the Indiana Department of Corrections filed a lawsuit claiming that they were not being provided with the minimally adequate diet required by the Eighth Amendment. The parties reached a private settlement agreement in November 2013 mandating that the DOC follow certain monitoring measures to ensure adequate diets. ","Pursuant to settlement, DOC must ensure that prisoners are provided sufficient diets at Wabash Valley. S.D. Ind.","Snider v. Superintendent, Wabash Valley Correctional Facility",Prison Conditions,Yes,2011,No,Plaintiff,8976,261,53,17
train,CJ-TX-0016,27,"COVID-19 Summary: This is a preexisting class action addressing issues in Harris County Jail with indigent felony detainees who remain detained solely because they cannot pay the amount necessary for release on secured money bail. On March 27, 2020, the plaintiffs sought a temporary restraining order because they are in extreme danger of being exposed to COVID-19 while they are in jail only because they cannot pay enough to be released. The motion for a TRO was denied on April 14. <hr>

On January 21, 2019, indigent pretrial detainees in Harris County Jail filed this lawsuit in the Southern District of Texas. The plaintiff sued Harris County under 42 U.S.C. § 1983 and 28 U.S.C. § 2201 et seq. The plaintiffs, represented by private counsel and the Civil Rights Corps sought declaratory and injunctive relief. The plaintiffs claimed that their 14th Amendment rights to Equal Protection and their substantive due process rights were being violated. Specifically, they alleged that the defendants were operating a system of wealth-based detention that kept them in jail simply because they could not afford to pay the bail amounts, without appropriate findings about the necessity of pretrial detention or the plaintiff's ability to pay.

The March 27, 2020 motion for a temporary restraining order discussed the plaintiff's concerns over COVID-19, namely the inability of the jail's limited services to care for the 8,000 individuals in the tight quarters of the jail if members of the population started getting sick. The plaintiffs argued that subjecting them to a heightened risk of contracting the virus, separating them from their families, interrupting medications and medical care, and taking them from their homes was not necessary to serve the government's interest in preventing flight or assuring public safety. They also argued that the pandemic had made it more difficult for them to receive constitutional protections, specifically because their court appearances were cancelled and visits with lawyers have been postponed. Ultimately, the plaintiffs sought an emergency order requiring the defendants to not to enforce existing pretrial detention orders, and asked for their request to be heard as quickly as possible to prevent further irreparable harm to the plaintiffs.

On March 29, 2020, the State of Texas, the Governor of Texas, and the Attorney General filed a motion to intervene to defend the bail procedures. They argued that the defendants in this case ""do not contest"" any of the plaintiffs' arguments."" They noted that on March 27, the Court ordered the Attorney General--a non-party--""to respond to the plaintiffs motion"" requesting a temporary restraining order. The noted that the Attorney General intended to respond, but asked that the Court grant the motion to intervene to allow full participation as a party.

The plaintiffs replied the next day. They did not oppose the intervention of the Texas Attorney General, but noted that ""many of the factual claims and legal principles cited in the memorandum are not correct."" Chief Judge Lee H. Rosenthal granted the State of Texas, Governor of Texas, and the Attorney General's motion to intervene.

The defendants and the Texas Attorney General responded to the plaintiffs' motion on April 1. That same day, the plaintiffs filed another motion for a temporary restraining order, this time against Governor Abbott's Executive Order GA 13. The executive order, issued in light of COVID-19, allowed pretrial detainees to be released if they paid bail regardless of any individualized proceedings or findings by a state court judge, but halted individualized determinations. The plaintiffs requested a temporary restraining order prohibiting enforcement of Executive Order GA 13 to the extent that it bars such individualized bail determinations.

On April 6, the state intervenors filed their response to the temporary restraining order regarding Executive Order GA 13. They argued that plaintiffs the plaintiffs did not have standing because they had not received an injury from the executive order, and that sovereign immunity barred the court from awarding relief against them as the State Intervenors.

On April 11, the plaintiffs notified the court that a Texas district court had issued a temporary restraining order that found Executive Order GA 13 to be unconstitutional under Texas law and enjoined Executive Order GA 13 from being enforced against judges. 

On April 14, Judge Rosenthal denied the plaintiffs' motion for a temporary restraining order. The opinion stated that the plaintiffs were likely to show a likelihood of success on the merits of their claim, but that they had not met their burden of showing that their release would be in the public interest. Furthermore, the county had implemented plans to identify those who were deemed safe for release, which had resulted in 372 releases as of April 13. The opinion allowed the plaintiffs to restate their claims if the county's efforts failed, or to move for class certification and motion for a preliminary injunction as to their underlying case, which could prove their entitlement to relief on a fuller record. 

On May 6, the plaintiffs filed their first amended complaint, which added two named plaintiffs as well as additional details regarding Governor Abbott's Executive Order GA-13. They also filed a motion to lift the stay on the case.

Judge Rosenthal granted the motion to lift the stay on May 16, as it was no longer opposed by the defendants.

On June 26 the plaintiffs filed a second amended complaint, adding additional facts to the complaint regarding several judges who had moved to intervene in the case. 

On July 10, the state intervenor-defendants filed a motion to dismiss, arguing that the plaintiffs had received the constitutionally-required bail process and thus could not adequately plead their procedural due process or equal protection claims. The County defendants also filed a motion to dismiss on July 30. The plaintiffs responded to the state intervenors' motion on August 27.

The case is still ongoing.","COVID-19 Summary: This is a preexisting class action addressing issues in Harris County Jail with indigent felony detainees who remain detained solely because they cannot pay the amount necessary for release on secured money bail. On March 27, 2020, the plaintiffs sought a temporary restraining order because they are in extreme danger of being exposed to COVID-19 while they are in jail only because they cannot pay enough to be released. The plaintiff's motion for a temporary restraining order was denied on April 17. The case is still ongoing. 
",,"Russell v. Harris County, TX",Criminal Justice (Other),Yes,2019,Yes,None Yet / None,381108,966,89,0
train,JC-NY-0080,16,"COVID-19 Summary: This is a class action brought by five detainees at New York City's Metropolitan Correctional Center. The plaintiffs are at special risk from COVID-19 due to underlying medical conditions and seek release from detention and enforcement of preventative measures. On July 2, the court denied both the defendants' motion to partially dismiss the case and the plaintiffs' motion for a preliminary injunction. On January 13, 2021, the plaintiffs filed an amended petition, narrowing the injunctive relief being sought to a permanent injunction. The plaintiffs voluntarily dismissed this case on July 19, 2021 on the condition that the defendants continued to file status reports with the court while the jail remained on modified operations due to COVID-19. <hr>

On April 28, 2020, five individuals detained in the Metropolitan Correctional Center (MCC) petitioned for the release or transfer of detainees as well as enforcement of proper distancing, hygiene, and testing in the U.S. District Court for the Southern District of New York. Represented by private counsel, the plaintiffs brought this lawsuit as a habeas petition under 28 U.S.C. § 2241, and as an injunctive and declaratory action under 28 U.S.C. § 2201. Specifically, they alleged that their continued detention violated their Fifth and Eighth Amendment rights by subjecting them to a serious risk of contracting COVID-19 by failing to keep social distancing, maintain hygiene, and to provide adequate testing and medical care for those suffering from COVID-19. The plaintiffs sought preliminary and permanent injunctions that would require increased monitoring and testing, provide treatment and improve hygiene and the release or transfer of detainees to another facility where appropriate preventive measures were possible. The plaintiffs also sought an independent monitor to ensure compliance. The case was assigned to Judge Edgardo Ramos and Magistrate Judge Sarah L. Cave.

The plaintiffs are at increased risk from COVID-19 due to underlying medical conditions such as chronic asthma, obesity, pulmonary disease, and hypertension. They proposed a class of all current and future detainees in custody at the MCC during the course of the COVID-19 pandemic. 

The defendants moved to dismiss the case on May 20, claiming that the Prison Litigation Reform Act (PLRA) precludes the court from granting such releases and that the PLRA specifies that the Bureau of Prisons' home confinement decisions are not judicially reviewable. 

On May 26, the plaintiffs sought a preliminary injunction for immediate testing, quarantine, isolation, and treatment, as well as access to protective equipment and sanitation supplies. They further sought a reduction of the population by 50% and implementation of a policy for release. Oral argument was held regarding the preliminary injunction on June 2, 2020.

On July 2, the court denied both the defendants' motion to partially dismiss the case and the plaintiffs' motion for a preliminary injunction. 2020 WL 3618941. While the court found that the inmates were likely to show that the defendant's response to the pandemic was ""ad-hoc and overlooked many gaps in its scheme to identify and isolate infected inmates — creating conditions that posed a substantial risk to the health of all inmates,"" the court concluded that the plaintiffs were not substantially likely to show that the MCC’s failures were a result of deliberate indifference. The defendant's motion to partially dismiss the case was denied because the court found that that there were no statutory or equitable bars prohibiting the court from considering release as a remedy for inmates. 

The defendants filed a response to the petition on July 23, and in August, the plaintiffs moved for a conference regarding the update on conditions at MCC, which was subsequently denied. The court directed the parties to meet and confer regarding discovery.

On January 13, 2021, the plaintiffs filed an amended petition, adding named petitioners, removing named petitioners who were no longer incarcerated, and updating factual allegations based on events occurring since the original petition was filed. No new claims or requests for relief were added. The defendants continue to routinely file status reports with the court. 


After over a year of litigation, the plaintiffs voluntarily dismissed the case on July 19, 2021. At the request of the parties, Judge Ramos dismissed the case without prejudice, provided that the defendants continued to provide routine status reports as long as the MCC continued under modified operations due to COVID-19.

As of July 19, 2019, the reporting aspects of this case remains pending. The case remains ongoing for just that reporting. ","On April 28, 2020, five individuals detained in Metropolitan Correctional Center (MCC) petitioned for the release or transfer of detainees as well as enforcement of proper distancing, hygiene and testing. The plaintiffs sought temporary, preliminary and permanent injunction to increase monitoring and testing, provide treatment and improve hygiene, and the release or transfer of detainees to another facility where appropriate preventive measure is possible. The plaintiffs also sought an independent monitor to ensure compliance. On July 2, the court denied both the defendants' motion to partially dismiss the case and the plaintiffs' motion for a preliminary injunction. On January 13, 2021, the plaintiffs filed an amended petition, narrowing the injunctive relief being sought to a permanent injunction. On July 19, 2021, the court voluntarily dismissed the case at the request of the parties, provided that the defendants continued to provide routine status reports as long as the jail continued modified operations due to COVID-19. The reporting portion of the case remains open.",Plaintiffs voluntarily dismiss COVID-19 class action lawsuit against New York's Metropolitan Correction Center. Jail still required to provide regular reports to the court about cases and testing while it remains on modified operations due to COVID-19.,Fernandez-Rodriguez v. Licon-Vitale,Jail Conditions,Yes,2020,Yes,None Yet / None,315228,735,162,36
train,EE-FL-0092,6,"In June 1998, the Miami District Office of the EEOC brought this suit against Pacific International Equities, Inc., a construction company, and related businesses in the U.S. District Court for the Southern District of Florida alleging discrimination on the basis of sex in violation of Title VII of the Civil Rights Act of 1964.  Specifically, the charging party, a female employee, was sexually harassed by her supervisors and was fired in retaliation for her complaints of the discrimination.    

In January 2000, the defendants filed a motion for summary judgment, and the EEOC filed a partial motion for summary judgment on the issue of conciliation.  These motions were simultaneously granted in early April 2000.  In that same month, the case was tried by a jury and a verdict was rendered for the EEOC.  The court entered a final judgment on the jury verdict in May 2000.  The judgment required the defendants to: implement an anti-discrimination policy, post the policy for two years, and pay $10,001.

",,,"EEOC v. PACIFIC INTERNATIONAL EQUITIES, INC.",Equal Employment,No,1998,No,Plaintiff,21980,164,0,0
train,PB-WI-0001,26,"On January 28, 2004, residents of adult family homes and community-based residential services who received Family Care services from Milwaukee County filed a lawsuit under the Americans with Disabilities Act and the Rehabilitation Act against Milwaukee County in the Milwaukee County Circuit Court.  Defendants removed to the United States District Court for the Eastern District of Wisconsin on February 25, 2004.  Plaintiffs, represented by public interest counsel, asked the Court for declaratory and injunctive relief, claiming that Milwaukee County pays Plaintiffs' facilities less than other counties pay for comparable services and less than Milwaukee County pays for services for persons not enrolled in Family Care.

On February 7, 2006, the Court (Lynn Adelman) granted in part and denied in part Defendants' motions to dismiss.  Specifically, Defendants' motions with respect to claims seeking damages for past conduct were granted.

The Court granted Plaintiffs' motion for class certification on October 13, 2006.  Bzdawka v. Milwaukee County, 238 FRD 469 (E.D. Wis. 2006).  The class consisted of disabled Milwaukee County residents who are now or will in the future be eligible to reside in a Family Care facility.

On March 27, 2007, the Court (Magistrate Judge Patricia J. Gorence) issued a stay pending possible settlement negotiations.

The Court issued an order preliminarily approving the proposed settlement agreement on August 21, 2007.

The Court executed the Settlement Agreement on October 19, 2007.  Among other things, the agreement required Defendants to modify and improve staff training, review, needs assessments, and collaboration.

The case has been closed.

","This case was brought by residents of adult family homes and community-based residential services who received Family Care services from Milwaukee County seeking declaratory and injunctive relief.  Plaintiffs alleged that Milwaukee County failed to adequately compensate providers of Family Care services.  The case was settled on October 19, 2007, resulting in some injunctive relief for Plaintiffs.",,Nelson v. Milwaukee County,Public Benefits / Government Services,Yes,2004,No,Plaintiff,135905,251,56,0
train,EE-NJ-0033,3,"The EEOC's Philadelphia district office sued Simpson, Herbert & Associates, d/b/a/ Gemini Security, a national computer security firm, on September 28, 2005 in the U.S. District Court for the District of New Jersey.  The EEOC's complaint alleged that the defendant violated Title VII when it discriminated against numerous employees based on sex (female) by creating a hostile work environment.  The defendant never answered the EEOC's complaint and the court entered a default judgment (on February 24, 2006).  The case was closed following this default judgment, but the EEOC successfully motioned to have the case reopened to recover a monetary award, and on February 28, 2007, the Court granted the EEOC a sum of $50,000.

",,,"EEOC v. SIMPSON, HERBERT & ASSOCIATES (d/b/a GEMINI SECURITY)",Equal Employment,No,2005,No,Plaintiff,2478,114,0,0
train,CJ-LA-0012,4,"This is a case about due process violation under the 14th amendment based on a judge potentially steering defendants towards using ankle monitors by a company he has financial and political ties to. On May 14, 2020, two criminal defendants who were ordered to wear ankle monitors in Judge Paul A. Bonin’s court, filed this lawsuit in the U.S. District Court for the Eastern District of Louisiana. The plaintiffs, represented by Institute for Justice, sued Judge Bonin and the ankle monitoring company, ETOH Monitoring, under 42 U.S.C. § 1983. The plaintiffs claimed that the defendants violated their right to due process under the Fourteenth Amendment by not disclosing his financial and political ties to the ankle monitoring company. The plaintiffs sought class-action certification, attorney fees and costs, and declaratory and injunctive relief that would make Judge Bonin disclose his relationship with ETOH monitoring to defendants when ordering their use, stop ETOH Monitoring from providing services to Judge Bonin without their relationship being disclosed, and to have ETOH disgorge and return or cancel fees collected. The case was assigned to Judge Carl J. Barbier.
 
The plaintiffs claimed that Judge Bonin unconstitutionally required or steered defendants in his court house into ankle monitoring service agreements and their significant fees with ETOH monitoring service. They claimed that Judge Bonin maintained a private and professional relationship with the two owners of ETOH monitoring. The plaintiffs claimed that the owners of ETOH monitoring donated or loaned $10,000 to Judge Bonin’s various judicial electoral campaigns.  According to the plaintiffs, since 2017, Judge Bonin required the use of ETOH monitoring for those ordered to have an ankle monitor, and required fees paid before release from probation or as precondition to not being jailed. They further contend that ETOH regularly sent Judge Bonin a status report highlighting individuals to check in on, not because they violated their probation, but because they were behind on payments.  
 
A <a href=""https://www.courtwatchnola.org/wp-content/uploads/2018-Annual-Report.pdf"">2018 report</a> from Court Watch NOLA found that Judge Bonin, out of the five New Orleans Judges who received a financial campaign contribution from an ankle monitoring company, was the only one who required a defendant to wear an ankle monitor.
 
On July 14, 2020, both Judge Bonin and defendant ETOH filed a motion to dismiss the case against them for failure to state a claim that could be remedied as they are not a state actor. On August 23, the plaintiffs voluntarily dismissed the claims against Judge Bonin. On September 4, 2020, Presiding Judge Barbier denied the ETOH's remaining motion on the basis that ETOH Monitoring is a state actor under the “public function” test which makes their action remediable. 2020 WL 5311351. 
 
As of October 9, the case remains ongoing.","In May of 2020 two plaintiffs who were criminal defendants ordered to use ETOH ankle monitoring services in Judge Bonin’s court, represented by the Institute for Justice, filed this lawsuit against Judge Paul Bonin and ETOH Monitoring service in the Eastern District of Louisiana. The plaintiffs alleged 14th Amendment and due process violations under 42 U.S.C. § 1983. The plaintiffs claimed that Judge Bonin violated criminal defendants rights by not disclosing his political and financial ties to ETOH Monitoring service when ordering defendants to nearly exclusively use ETOH Monitoring and then making their parol or incarceration dependent on all fees and dues being resolved with ETOH Monitoring. 
",@IJ sues Louisiana Judge Bonin and ankle monitoring service for 14th amendment and due process violations arguing that Judge Bonin unconstitutionally directed crim. defendants to ankle monitoring company that donated to his judicial campaign (E.D. La.),Meade v. Bonin,Criminal Justice (Other),Yes,2020,Yes,None Yet / None,16862,451,107,36
train,JC-CA-0134,29,"COVID-19 Summary: This was a preexisting lawsuit addressing conditions of confinement in the Sacramento County Jail. On March 18, 2020, class counsel wrote the county to urge significant responses to the COVID-19 pandemic. The letter requested population reductions and a variety of other steps (increasing education, access to cleaning supplies, free communications methods, and the like). On June 24, the parties reported that while on-site monitoring was feasible, some court experts who resided out of state indicated that they may be unable to travel to the Jail depending on the circumstances of COVID-19. The parties jointly sought modification of the terms of the consent decree and stipulated to remote access of records, virtual tour and timeline modifications. The court approved ongoing modifications. Between September and October, the court received letters from individuals in the Jail that alleged violations of the consent decree. <hr>

On July 31, 2018, prisoners in the County of Sacramento jail system, with the assistance of counsel from Disability Rights California, Prison Law Office, and Cooley LLP, filed this suit against the County of Sacramento. The plaintiffs alleged a series of problems with the County of Sacramento Jail system, including understaffing, prolonged and harmful isolation, lack of minimally adequate mental health care, lack of minimally adequate medical care, and discrimination on the basis of disability. The plaintiffs claimed that these violate the Eighth Amendment's ban on cruel and unusual punishment, cruel and unusual conditions under the Fourteenth Amendment, procedural due process under the Fourteenth Amendment, the Americans' with Disabilities Act (ADA), the Rehabilitation Act, and California state law. The plaintiffs sought injunctive relief, declaratory relief, and attorneys' fees. 

The case was randomly assigned to Magistrate Judge Kendall J. Newman, however, the plaintiffs declined to consent to a Magistrate Judge and requested a random assignment to a United States District Judge. The case was then assigned to both District Judge Troy L. Nunley and Magistrate Judge Newman on September 4, 2018. 

In their complaint, the plaintiffs alleged that the lack of staffing led to problems with cleanliness, transportation, and security. The plaintiffs claimed that the County of Sacramento was aware of these problems because they had been notified by both internal and external reports. The plaintiffs also alleged that people were kept in cells for at least 23 1/2 hours per day in solitary confinement (called ""total separation"" or ""T-Sep). Additionally, the plaintiffs claimed that prisoners were placed in solitary confinement for no reason—even those with intellectual disabilities or suicidal prisoners were regularly placed in solitary confinement. The County of Sacramento jails did not meet minimally adequate mental health care standards according to the plaintiffs, as evidenced by the inadequate screening at intake, failure to create treatment plans, and lack of staff. The plaintiffs also noted that the rate of suicide deaths at defendant's jails was twice the national average. 

The plaintiffs additionally took issue with medical screenings, which were conducted in crowded intake areas that compromised the plaintiffs' privacy. Moreover, patients would not be seen for multiple issues at once and prisoners who are unable to fill out medical requests on their own were left without care. Finally, the plaintiffs claimed that prisoners with disabilities were discriminated against on the basis of their disabilities. The plaintiffs alleged that defendant's jails failed to identify or track persons with disabilities and provide people with necessary walking aids. The main jail housing was not ADA accessible, which placed inmates with disabilities in separate housing simply because of their disability. They further claimed that this denied them access to the same programming. 

On October 18, 2018, the parties jointly moved for class certification. On December 28, 2018, the court certified the class of ""all people who are now, or in the future will be, incarcerated in Sacramento County jails."" The court also certified a subclass of ""all qualified individuals with disabilities [...] who are, or will be in the future, incarcerated in the Sacramento County jails.""

On June 10, 2019, the parties submitted a joint notice of settlement in the form of a proposed Consent Decree, which involved a Remedial Plan requiring the County to expand its mental health programs and services, provide constitutionally-adequate medical care, provide additional safeguards to reduce suicides by people in custody, identify people with disabilities and ensure that they receive appropriate accommodations, and expand mental health input into the jail's disciplinary and use of force practices. Under the proposed Consent Decree, the Court retained jurisdiction to enforce the Consent Decree and the agreement would last for six years from the date it is entered by the court.

On August 13, 2019, Judge Nunley issued an order preliminarily approving the Consent Decree and finding the Consent Decree met the requirements of 18 U.S.C. 3262(a)(1), the Prison Litigation Reform Act. 2019 WL 3804192. Judge Nunley also laid out a schedule for posting the Notice of Class Action Settlement and set a fairness hearing for December 5, 2019. 

On September 4, 2019, Judge Nunley released an order regarding the revised Notice of Class Action settlement, which was revised to note that plaintiffs asked for $2.1 million in attorney's fees and an annual cap of $250,000 per year to monitor compliance with the Consent Decree.

On Nov 12, 2019, the plaintiffs and defendants sought final approval of the Consent Decree and Magistrate Judge Newman recommended it for approval on December 9. 2019 WL 6696667. The Consent Decree was finally approved on January 8, 2020, with the $2.1 million in attorney fees to be paid in two installments of $1.05 million, dated January 31 and July 31, 2020. 2019 WL 6696668.

On March 4, the parties agreed on three court experts, each specializing in the field of medical health, mental health, and suicide prevention. The experts were approved on March 10. 

On March 18, 2020, class counsel wrote defendants an urgent letter about the impact of the COVID-19 pandemic on the safety of jail inmates, urging development of a response plan and releases of as many inmates as possible: <blockquote>We were pleased to see that the Sheriff’s Department received authorization from the Sacramento Superior Court to grant accelerated release of prisoners, up to thirty days early on a person’s sentence, effective through May 31, 2020. . . . We strongly encourage the County to explore and implement other mechanisms to safely reduce the jail population, including through (1) a broader early release order, (2) work release arrangements . . . and (3) expanded pretrial release. </blockquote>

In light of the pandemic, the parties stipulated to the postponement of all scheduled site visits by the Court Experts and Plaintiffs’ counsel and sought extension of the deadlines for the 180-Day Reports by the Court Experts. Instead, the parties requested leave to file a status report on or before June 24, 2020, providing further information to the Court about the status of their monitoring and proposing a modification to deadlines described in the Consent Decree. The parties also agreed that the compliance with the provisions of the Remedial Plan in the Consent Decree had not been reached. They told the court that they continued to work collaboratively to review and revise the jail’s operational policies to reflect the requirements of the Remedial Plan. 

On April 30, the court granted the request and extended the deadline. 

The parties were ordered to submit a status report about the status of monitoring compliance with the Consent Decree and potential modifications to the reporting deadlines.

On June 24, the parties reported that while on-site monitoring was feasible, some court experts who reside out of state indicated that they may be unable to travel to the jail depending on the circumstances of COVID-19. The parties jointly sought modification of the order and stipulated to remote access of records, a virtual tour, and timeline modifications. Two days later, the court approved the modifications. 

On September 3, the court received seven letters from individuals, claiming that they have been housed in solitary confinement at the Sacramento County Main Jail for periods ranging from 10.5 to 22 months, allegedly violating the consent decree. 

On October 7, the court adopted further modifications to the reporting timeline after one court expert resigned. On November 16, the court received a letter from five individuals who claimed that since August, despite filing grievances and raising issues with various authorities, they had been held in restrictive housing. The court directed class counsel to respond. 

Both parties have submitted periodic monitoring reports to update the court on defendant’s compliance with the restrictive housing and ADA/disability provisions of the Remedial Plan. The case is ongoing.","Prisoners in Sacramento County jails filed suit against the County of Sacramento alleging a series of issues present in Sacramento County Jails. Specifically, the plaintiffs alleged that there was understaffing, a lack of adequate mental health care and physical health care, and discrimination on the basis of disability. The plaintiffs argued that the conditions in the jails violated the Eighth Amendment, the Fourteenth Amendment, the ADA, the Rehabilitation Act, and California State law. In June 10, 2019, the parties submitted a joint notice of settlement, submitting a proposed Consent Decree and Notice of Class Action Settlement. The Consent Decree was finally approved on January 8, 2020, with the $2.1 million in attorney fees to be paid in two installments of $1.05 million, dated January 31 and July 31, 2020. 

On March 18, 2020, class counsel wrote the county to urge significant responses to the COVID-19 pandemic. The letter requested population reductions and a variety of other steps (increasing education, access to cleaning supplies, free communications methods, and the like). On June 24, the parties reported that while on-site monitoring was feasible, some court experts who resided out of state indicated that they may be unable to travel to the Jail depending on the circumstances of COVID-19. The parties jointly sought modification of the terms of the consent decree and stipulated to remote access of records, virtual tour and timeline modifications. The court approved ongoing modifications. Between September and October, the court received letters from individuals in the Jail that alleged violations of the consent decree.","Prisoners file class action lawsuit against the County of Sacramento over solitary confinement conditions, failures to provide mental health care, and disability discrimination in its jail facilities. (E.D. Cal.)",Mays v. County of Sacramento,Jail Conditions,Yes,2018,Yes,Plaintiff,392049,1426,255,29
